puuid,games,contribution,volatility,win_rate
BW3pXd-iY0e7Zq4mBPwZD_jgVeev9jDwaEm2lJ_ZWuaIQmqNqOpWF6TgLtoP6EnI8Tc6SmOLHO633Q,98,1.0333570372055734,0.10881126840711029,0.6020408163265306
BZWTebPySQAvr0t9Pqb0Z_-MJ8oEfwP-FSDAWlTi3oPrJnZJthxN-XbYl-inkJxofOHFGQwNkSD83A,35,0.9704732027308928,0.06950608056885446,0.2857142857142857
BtfBHw34R0aGFsuJwZiRHflcZM6scddwjt9k2W_OVZZLwO5LtGDjv9X6KTb_wipHQgY7a1fI8w0oUg,66,1.0199180413590287,0.1075641375889111,0.6212121212121212
Bzdeq9E0bJtXCKIyY5cmy2yC3qT4M4RHkbjsUvGyoLACsdV9narh19MBB74UFie_NksLvGJ75mvyMw,106,1.0215150480727686,0.10074558767017536,0.5943396226415094
C6rzxtF9ePgp1fOPFxefl1aqtV-XwU5PV6Y_LjhZD4oZ1xuvWBzci-abQOYliYTuXJr22pfr2XDHiA,67,1.0386722021740824,0.12677814612993682,0.5074626865671642
CET9Jo7tuBw8vGNOGplBvlpS2XigQUNDzgiSni7B74SEooMlkhwpush3Pv364KX-hXU10fED7AmtQg,61,0.9725923651441802,0.09194941145801923,0.4262295081967213
CO7ee0mvW8W8DFFckMw0gS6kbDBGw2JUE8GXmPvl1dLCVuImisy6n65LJjKFOmY8llk9dLnYxWbgSQ,84,0.9461442817503296,0.08752864678211106,0.4880952380952381
CcBjUoyqAIbbsg5Z3c9XV54FfTX4Q0Zfoa1GsHCO-6I2eLR7U8s6ly13p54perswdK-9SfgMqLOM5Q,34,1.015446058217667,0.0967102641065988,0.47058823529411764
Chy18wZOoZ9ugQHuO6boS6wgtSU01jLuY9qjX-3y9tS7AzhkxtCcBLm_kc6gqTYGEm8WdSS7rfX30g,94,0.9452897398688261,0.08519108499088607,0.5106382978723404
D-5OlAf4dhclsS-XrU0kgytW-jS7mp4wWYFOE-lA61UKR2edGaqfmlgQobkrXE2IMGZ2ML4_ZNq7iQ,211,1.0233639942578892,0.10312521592554542,0.5876777251184834
D7Ihl4Q5YmPB4wN981iTIr2IBcffY4K0v8gw9tZiIajTE_H49DfKypPpqDhj29U-sdNgDwWS63M2ig,51,0.9850964520804809,0.1096703024919055,0.5098039215686274
DEE2_BnsQASbo5ONl-VOA-nVeTvNyIJxFCTQEp4JdWT-4LBNYDifAaovDe2ptAQ5eA_PT4Tr1t6_Ng,157,1.0125587272484629,0.10569199823443287,0.5477707006369427
DLYPkn2uLQbJnIOPUMhDr22hzYqDYBsXNbWqgM7BIplwJIfd9c5YKBof-MrJzGtDsEb97_CcaSjTag,31,0.9865640941326829,0.0844552211503082,0.5806451612903226
DRUUNbzDFQFL2ilxa-KjoKKlybzLnX1WALkWvKQNWEMBLwwofPSFKKuMZgjoYMvtUvjhHGhy8QSj3A,38,1.0483588423458945,0.12847435807472085,0.47368421052631576
D_E9cYico1jINlPOVYnWb0rQp-vQlR2J_ESEgvRVw_weyGkVzn1BeHnbV6rnW6nAyRSo9uXheL7Ohg,210,1.0281822712845365,0.10192824677647762,0.5238095238095238
DgUgHHcV-8z8TwkW1nMWpFm0AbCmB3IoWYI73NNQuHMbp9WxmHwEkqCDK9hkoZzI4yYFfK0dwx_muw,32,1.0728148765813739,0.09999455861833205,0.46875
Di508kwCrS9NpLIsTqeR_jaf3puNNZ4yozvCBGqmx2jX5zG-E847P0JKDOOf-_KunvXR0oSIBo6otA,136,1.0341446838899504,0.08200047865931405,0.6102941176470589
DiIRvAeP-l1qXvAUh28HTQa_A5Y6yqb7wj-gPzx5fAf4ulPrNEHugoYYA8QglwwAeV6zixRcdRuXww,30,1.0137051204367336,0.08602175984777818,0.5333333333333333
E8UGH9wbDwVQOuQQhVFCeQ90vU4ZA8nmaFGHk4j3mFRKSUvHn6fmmOyRNWEAqiZzZcYWjOwHQbj8oA,127,1.0384643712670756,0.09529100396905489,0.5118110236220472
